hotel_city,hotel_name,hotel_score,hotel_desc,hotel_url,lat,lon,city,lat_city,lon_city,d0_wind_speed,d1_wind_speed,d2_wind_speed,d3_wind_speed,d4_wind_speed,d5_wind_speed,d6_wind_speed,d7_wind_speed,avg_wind_speed,d0_pop,d1_pop,d2_pop,d3_pop,d4_pop,d5_pop,d6_pop,d7_pop,avg_pop,d0_temp,d1_temp,d2_temp,d3_temp,d4_temp,d5_temp,d6_temp,d7_temp,avg_temp_day,weather_score
Montauban,L'Escale des Libellules by BNB Conciergerie Mtban,10.0,Apartment,https://www.booking.com/hotel/fr/escale-des-libellules-by-bnb-conciergerie-mtban.en-gb.html,44.01692547,1.3555235,Montauban,44.0175835,1.3549991,5.71,8.15,3.32,5.93,5.36,6.11,7.66,3.61,5.73,0.29,0.13,0.02,0.0,0.0,0.0,0.0,0.29,0.091,24.53,26.28,22.58,24.54,25.83,27.04,26.61,24.49,25.24,8.13
Montauban,Manoir de la Gravette Maison d'Hôtes,9.6,Deluxe Double Room,https://www.booking.com/hotel/fr/le-manoir-de-la-gravette.en-gb.html,44.04904337,1.34388352,Montauban,44.0175835,1.3549991,5.71,8.15,3.32,5.93,5.36,6.11,7.66,3.61,5.73,0.29,0.13,0.02,0.0,0.0,0.0,0.0,0.29,0.091,24.53,26.28,22.58,24.54,25.83,27.04,26.61,24.49,25.24,8.13
Montauban,room five MONTAUBAN,9.5,One-Bedroom Apartment,https://www.booking.com/hotel/fr/room-five-montauban.en-gb.html,44.01786547,1.35385925,Montauban,44.0175835,1.3549991,5.71,8.15,3.32,5.93,5.36,6.11,7.66,3.61,5.73,0.29,0.13,0.02,0.0,0.0,0.0,0.0,0.29,0.091,24.53,26.28,22.58,24.54,25.83,27.04,26.61,24.49,25.24,8.13
Montauban,Castel Bois Marie,9.3,Deluxe King Suite,https://www.booking.com/hotel/fr/castel-bois-marie.en-gb.html,43.979174,1.309142,Montauban,44.0175835,1.3549991,5.71,8.15,3.32,5.93,5.36,6.11,7.66,3.61,5.73,0.29,0.13,0.02,0.0,0.0,0.0,0.0,0.29,0.091,24.53,26.28,22.58,24.54,25.83,27.04,26.61,24.49,25.24,8.13
Montauban,Les Chalets du Manoir,9.1,Double Room,https://www.booking.com/hotel/fr/les-chalets-du-manoir.en-gb.html,44.04659296,1.30665529,Montauban,44.0175835,1.3549991,5.71,8.15,3.32,5.93,5.36,6.11,7.66,3.61,5.73,0.29,0.13,0.02,0.0,0.0,0.0,0.0,0.29,0.091,24.53,26.28,22.58,24.54,25.83,27.04,26.61,24.49,25.24,8.13
Montauban,Les Loges de Montauban,9.0,One-Bedroom Apartment,https://www.booking.com/hotel/fr/les-loges-de-montauban.en-gb.html,44.01646338,1.35795479,Montauban,44.0175835,1.3549991,5.71,8.15,3.32,5.93,5.36,6.11,7.66,3.61,5.73,0.29,0.13,0.02,0.0,0.0,0.0,0.0,0.29,0.091,24.53,26.28,22.58,24.54,25.83,27.04,26.61,24.49,25.24,8.13
Montauban,In Town by BNB Conciergerie Montauban,9.0,Studio Apartment,https://www.booking.com/hotel/fr/le-in-town-by-bnb-conciergerie-montauban.en-gb.html,44.0149672,1.3549962,Montauban,44.0175835,1.3549991,5.71,8.15,3.32,5.93,5.36,6.11,7.66,3.61,5.73,0.29,0.13,0.02,0.0,0.0,0.0,0.0,0.29,0.091,24.53,26.28,22.58,24.54,25.83,27.04,26.61,24.49,25.24,8.13
Montauban,En toute intimité dans le centre historique,9.0,One-Bedroom Apartment,https://www.booking.com/hotel/fr/en-toute-intimite-dans-le-centre-historique.en-gb.html,44.0175635,1.3551575,Montauban,44.0175835,1.3549991,5.71,8.15,3.32,5.93,5.36,6.11,7.66,3.61,5.73,0.29,0.13,0.02,0.0,0.0,0.0,0.0,0.29,0.091,24.53,26.28,22.58,24.54,25.83,27.04,26.61,24.49,25.24,8.13
Montauban,Domaine de Belcayre,8.9,Double Room,https://www.booking.com/hotel/fr/domaine-de-belcayre.en-gb.html,43.99404175,1.37536302,Montauban,44.0175835,1.3549991,5.71,8.15,3.32,5.93,5.36,6.11,7.66,3.61,5.73,0.29,0.13,0.02,0.0,0.0,0.0,0.0,0.29,0.091,24.53,26.28,22.58,24.54,25.83,27.04,26.61,24.49,25.24,8.13
Montauban,Le Clos de Saint Amour,8.8,Family Room Cupidon,https://www.booking.com/hotel/fr/le-clos-de-saint-amour.en-gb.html,44.02487667,1.3928175,Montauban,44.0175835,1.3549991,5.71,8.15,3.32,5.93,5.36,6.11,7.66,3.61,5.73,0.29,0.13,0.02,0.0,0.0,0.0,0.0,0.29,0.091,24.53,26.28,22.58,24.54,25.83,27.04,26.61,24.49,25.24,8.13
Montauban,2 appartements Rue du greffe,8.6,One-Bedroom Apartment,https://www.booking.com/hotel/fr/authentic-night-montauban.en-gb.html,44.01703937,1.35448361,Montauban,44.0175835,1.3549991,5.71,8.15,3.32,5.93,5.36,6.11,7.66,3.61,5.73,0.29,0.13,0.02,0.0,0.0,0.0,0.0,0.29,0.091,24.53,26.28,22.58,24.54,25.83,27.04,26.61,24.49,25.24,8.13
Montauban,Moustier,8.6,One-Bedroom Apartment,https://www.booking.com/hotel/fr/moustier.en-gb.html,44.01036765,1.35776259,Montauban,44.0175835,1.3549991,5.71,8.15,3.32,5.93,5.36,6.11,7.66,3.61,5.73,0.29,0.13,0.02,0.0,0.0,0.0,0.0,0.29,0.091,24.53,26.28,22.58,24.54,25.83,27.04,26.61,24.49,25.24,8.13
