hotel_city,hotel_name,hotel_score,hotel_desc,hotel_url,lat,lon
Bayonne,Villa la Renaissance,9.3,Deluxe Double Room,https://www.booking.com/hotel/fr/villa-la-renaissance-bayonne.en-gb.html,43.482321,-1.468164
Bayonne,Hôtel Villa KOEGUI Bayonne,9.0,Superior Room,https://www.booking.com/hotel/fr/villa-koegui-bayonne.en-gb.html,43.492371,-1.472588
Bayonne,Hôtel Le Bayonne,7.8,Classic Double Room,https://www.booking.com/hotel/fr/le-bayonne-ha-tel.en-gb.html,43.4850262,-1.47537053
Bayonne,Temporesidence Cathedrale,7.9,Superior Studio,https://www.booking.com/hotel/fr/temporesidence-cathedrale.en-gb.html,43.48954193,-1.47812448
Bayonne,Okko Hotels Bayonne Centre,8.2,Classic Room,https://www.booking.com/hotel/fr/okko-hotels-bayonne-centre.en-gb.html,43.4953443,-1.4825118
Bayonne,Hôtel des Basses Pyrénées - Bayonne,8.5,Prestige Double or Twin Room,https://www.booking.com/hotel/fr/des-basses-pyrenees.en-gb.html,43.48841135,-1.47714337
Bayonne,Hôtel Mercure Bayonne Centre Le Grand Hotel,8.1,Classic Double Room,https://www.booking.com/hotel/fr/bwlegrandhotel.en-gb.html,43.49231191,-1.47660971
Bayonne,Hotel Loreak,7.9,Double Room,https://www.booking.com/hotel/fr/comfort-bayonne-biarritz.en-gb.html,43.49349109,-1.45263344
Bayonne,Temporesidence Chateauneuf,7.3,Studio,https://www.booking.com/hotel/fr/temporesidence-chateauneuf.en-gb.html,43.48991068,-1.47314027
Bayonne,Baiona,9.1,Apartment,https://www.booking.com/hotel/fr/baiona.en-gb.html,43.48722,-1.46584
Bayonne,Campanile Bayonne,6.6,Triple Room (2 Adults + 1 Child under 10 years old),https://www.booking.com/hotel/fr/campanile-bayonne.en-gb.html,43.49112493,-1.4548409
Bayonne,Boutique Hôtel Un Appart en Ville,8.9,One-Bedroom Apartment,https://www.booking.com/hotel/fr/un-appart-en-ville-bayonne1.en-gb.html,43.4909225,-1.4774412
Bayonne,ibis Styles Bayonne,8.1,Standard Room with 1 Double Bed - Breakfast included,https://www.booking.com/hotel/fr/loustau.en-gb.html,43.49540574,-1.47082418
Bayonne,Bayonne en plein cœur Centre Historique 2 chambres,8.9,Two-Bedroom Apartment,https://www.booking.com/hotel/fr/bayonne-en-plein-coeur-centre-historique-2-chambres.en-gb.html,43.4890699,-1.4755226
Bayonne,Villa AJNA Bayonne,8.7,Deluxe Room,https://www.booking.com/hotel/fr/chambre-chinoise.en-gb.html,43.483921,-1.498212
Bayonne,Baionakoa Résidence,8.9,Studio,https://www.booking.com/hotel/fr/baionakoa-residence.en-gb.html,43.48982756,-1.47692958
Bayonne,T2 BASQUE BAYONNE,7.6,One-Bedroom Apartment,https://www.booking.com/hotel/fr/t2-basque-bayonne.en-gb.html,43.49723939,-1.4677873
Bayonne,"Appartement Bayonne, 3 pièces, 4 personnes - FR-1-239-736",8.7,Apartment,https://www.booking.com/hotel/fr/appartement-bayonne-3-pieces-4-personnes-fr-1-239-736.en-gb.html,43.4784244,-1.4859969
Bayonne,T2 au coeur de Bayonne,8.6,One-Bedroom Apartment,https://www.booking.com/hotel/fr/t2-au-coeur-de-bayonne.en-gb.html,43.49083593,-1.47321415
Bayonne,Agréable Maison T4 Classée 3 étoiles,6.8,Three-Bedroom House,https://www.booking.com/hotel/fr/agreable-maison-t4-classee-3-etoiles-bayonne.en-gb.html,43.5058889,-1.4859941
Bayonne,Suite océan,,Double Room,https://www.booking.com/hotel/fr/suite-ocean.en-gb.html,43.4751956,-1.4849042
Bayonne,Bakea St Esprit T3 rénové,6.4,Two-Bedroom Apartment,https://www.booking.com/hotel/fr/bakea-st-esprit-t3-renove.en-gb.html,43.49235818,-1.46532047
Bayonne,Appartement au cœur du centre historique,,One-Bedroom Apartment,https://www.booking.com/hotel/fr/appartement-au-coeur-du-centre-historique-bayonne.en-gb.html,43.4903398,-1.4735802
Bayonne,Duplex Typique Centre Bayonne,9.2,Standard Apartment,https://www.booking.com/hotel/fr/duplex-typique-centre-bayonne.en-gb.html,43.489894,-1.473892
Bayonne,ibis budget Bayonne,7.7,Triple Room,https://www.booking.com/hotel/fr/ibis-budget-bayonne.en-gb.html,43.48908262,-1.45717809
Montauban,Castel Bois Marie,9.3,Deluxe King Suite,https://www.booking.com/hotel/fr/castel-bois-marie.en-gb.html,43.979174,1.309142
Montauban,Abbaye des Capucins Spa & Resort,8.2,Classic Double Room,https://www.booking.com/hotel/fr/abbaye-des-capucins-spa-and-resort.en-gb.html,44.02054293,1.34956688
Montauban,Manoir de la Gravette Maison d'Hôtes,9.6,Deluxe Double Room,https://www.booking.com/hotel/fr/le-manoir-de-la-gravette.en-gb.html,44.04904337,1.34388352
Montauban,room five MONTAUBAN,9.5,One-Bedroom Apartment,https://www.booking.com/hotel/fr/room-five-montauban.en-gb.html,44.01786547,1.35385925
